provider_id,provider_name,state,specialty,total_claims,total_payment,avg_claim_amount,claim_count_rank,claims_count,claims_total_amount,claims_avg_amount,claim_amount_std,unique_procedures,unique_diagnoses,avg_procedures_per_claim,avg_diagnoses_per_claim,procedure_concentration,volume_percentile_in_specialty,cluster,cluster_risk_score,volume_risk_score,amount_risk_score,specialty_base_risk,specialty_concentration,specialty_risk_score,proc_concentration_percentile,diagnosis_concentration,diag_concentration_percentile,diversity_risk_score,composite_risk_score,risk_category,investigation_priority
P000269,Healthcare Provider 269,VA,Family Practice,99,49507.988613220936,429.2486534801299,797,6,2071.89,345.31,275.43,3,3,0.5,0.5,0.030303030303030304,0.621,0,57.18574702902349,31.8,41.3,50.0,0.22794117647058823,46.580882352941174,45.601617795753285,0.030303030303030304,55.25783619817998,50.53589484327604,39.4,Medium,Medium
P000270,Healthcare Provider 270,CA,Internal Medicine,92,17734.434588624994,213.31150427739908,618,4,701.95,175.49,173.76,3,2,0.75,0.5,0.03260869565217391,0.345,1,53.64814949992073,10.6,4.4,70.0,0.20408163265306123,65.71428571428572,56.06673407482305,0.021739130434782608,26.59251769464105,55.72295247724975,4.3,Low,Low
P000271,Healthcare Provider 271,NY,Orthopedics,86,52016.37184182917,487.736427473455,736,3,829.0,276.33,131.46,3,2,1.0,0.667,0.03488372093023256,0.228,1,53.64814949992073,4.4,48.9,50.0,0.2922077922077922,45.616883116883116,60.46511627906976,0.023255813953488372,30.586450960566232,51.486349848331656,19.0,Low,Low
P000272,Healthcare Provider 272,VA,Internal Medicine,85,35126.679976514955,704.9474036370569,273,8,1407.49,175.94,114.77,4,4,0.5,0.5,0.047058823529411764,0.906,0,57.18574702902349,3.6,70.2,70.0,0.27205882352941174,64.28676470588236,89.68655207280081,0.047058823529411764,98.93832153690597,6.612740141557126,38.5,Medium,Medium
P000273,Healthcare Provider 273,TX,Internal Medicine,80,36547.460314570904,857.502243797016,910,4,1248.43,312.11,276.97,4,2,1.0,0.5,0.05,0.345,1,53.64814949992073,0.9,96.7,70.0,0.32592592592592595,63.15555555555556,94.74216380182003,0.025,33.77148634984833,29.64610717896865,65.1,High,High
P000274,Healthcare Provider 274,FL,Internal Medicine,103,26297.227255795395,356.137876419675,232,2,291.53,145.76,10.17,2,2,1.0,1.0,0.019417475728155338,0.098,1,53.64814949992073,45.2,27.8,70.0,0.23357664233576642,65.0948905109489,14.661274014155712,0.019417475728155338,15.419615773508594,85.03538928210314,56.5,Medium,Medium
P000275,Healthcare Provider 275,NY,Internal Medicine,104,8847.992692298054,1409.2635156261365,420,3,680.4,226.8,100.74,3,2,1.0,0.667,0.028846153846153848,0.204,1,53.64814949992073,48.1,100.0,70.0,0.2532467532467532,64.68181818181819,38.4732052578362,0.019230769230769232,14.661274014155712,71.051567239636,95.3,Critical,Critical
P000276,Healthcare Provider 276,FL,Orthopedics,98,7878.5849525584845,144.17338291345487,768,11,2668.33,242.58,232.87,5,4,0.455,0.364,0.05102040816326531,0.979,0,57.18574702902349,28.3,0.7,50.0,0.25547445255474455,46.167883211678834,95.39939332659252,0.04081632653061224,89.58543983822042,6.926188068756318,1.0,Low,Low
P000277,Healthcare Provider 277,DC,Orthopedics,114,19987.888596408167,482.0791705942414,442,4,930.99,232.75,210.55,3,3,0.75,0.75,0.02631578947368421,0.403,1,53.64814949992073,80.1,48.4,50.0,0.21428571428571427,46.785714285714285,29.221435793731043,0.02631578947368421,36.45096056622851,67.88675429726997,77.3,High,High
P000278,Healthcare Provider 278,DC,Family Practice,90,25563.22504103443,199.1090849341823,496,5,1995.81,399.16,404.5,4,4,0.8,0.8,0.044444444444444446,0.47,0,57.18574702902349,8.0,3.5,50.0,0.25396825396825395,46.19047619047619,84.73205257836199,0.044444444444444446,96.7644084934277,10.455005055611736,0.2,Low,Low
P000279,Healthcare Provider 279,MD,Cardiology,97,11165.222328558915,422.03629554942074,24,5,1360.86,272.17,204.36,3,3,0.6,0.6,0.030927835051546393,0.523,0,57.18574702902349,24.8,40.0,65.0,0.2597402597402597,59.935064935064936,48.7360970677452,0.030927835051546393,58.84732052578362,47.21941354903943,39.0,Medium,Medium
P000280,Healthcare Provider 280,FL,Orthopedics,107,33635.65515391779,310.7679912542763,109,4,696.64,174.16,54.7,3,3,0.75,0.75,0.028037383177570093,0.403,1,53.64814949992073,57.2,19.4,50.0,0.25547445255474455,46.167883211678834,34.42871587462083,0.028037383177570093,43.68048533872599,61.87057633973711,37.2,Medium,Medium
P000281,Healthcare Provider 281,TX,Orthopedics,99,176445.2491363762,519.7971962000677,703,3,1080.3,360.1,375.44,2,3,0.667,1.0,0.020202020202020204,0.228,1,53.64814949992073,31.8,52.1,50.0,0.22962962962962963,46.55555555555556,17.644084934277046,0.030303030303030304,55.25783619817998,67.31041456016177,52.5,Medium,Medium
P000282,Healthcare Provider 282,CA,Cardiology,93,3849.3873344967583,378.6300636137278,502,6,1535.17,255.86,333.24,4,4,0.667,0.667,0.043010752688172046,0.674,0,57.18574702902349,13.1,32.3,65.0,0.2108843537414966,60.88775510204082,81.90091001011123,0.043010752688172046,94.43882709807887,13.083923154701722,9.1,Low,Low
P000283,Healthcare Provider 283,NY,Orthopedics,87,39428.51157288273,266.9357281775414,859,5,342.66,68.53,63.93,5,4,1.0,0.8,0.05747126436781609,0.564,1,53.64814949992073,5.2,10.0,50.0,0.2922077922077922,45.616883116883116,99.08998988877654,0.04597701149425287,98.02831142568252,1.334681496461073,0.1,Low,Low
P000284,Healthcare Provider 284,VA,Internal Medicine,91,20620.17777688485,275.8492514819219,25,7,1166.79,166.68,105.5,3,4,0.429,0.571,0.03296703296703297,0.829,0,57.18574702902349,9.1,11.8,70.0,0.27205882352941174,64.28676470588236,56.97674418604651,0.04395604395604396,96.00606673407482,27.41152679474216,3.8,Low,Low
P000285,Healthcare Provider 285,TX,Internal Medicine,100,34567.027882793824,1060.2179177127753,187,4,602.36,150.59,43.2,2,4,0.5,1.0,0.02,0.345,1,53.64814949992073,35.8,100.0,70.0,0.32592592592592595,63.15555555555556,16.329625884732053,0.04,87.41152679474217,55.2376137512639,89.4,Critical,Critical
P000286,Healthcare Provider 286,TX,Cardiology,101,14318.179456974302,503.5897100770545,288,6,2020.47,336.75,292.48,4,3,0.667,0.5,0.039603960396039604,0.674,0,57.18574702902349,39.7,50.7,65.0,0.23703703703703705,60.37777777777778,73.15470171890799,0.0297029702970297,51.820020222446914,35.37917087967645,56.6,Medium,Medium
P000287,Healthcare Provider 287,DC,Family Practice,112,19033.200252291124,172.24805993110542,628,8,1902.61,237.83,227.82,5,3,0.625,0.375,0.044642857142857144,0.861,0,57.18574702902349,73.7,1.9,50.0,0.25396825396825395,46.19047619047619,85.33872598584429,0.026785714285714284,38.52376137512639,33.38725985844286,24.7,Low,Low
P000288,Healthcare Provider 288,FL,Family Practice,100,25071.83669186096,531.3356164118624,338,10,1505.87,150.59,117.01,5,4,0.5,0.4,0.05,0.959,0,57.18574702902349,35.8,53.1,50.0,0.19708029197080293,47.043795620437955,94.74216380182003,0.04,87.41152679474217,8.190091001011126,36.7,Medium,Medium
P000289,Healthcare Provider 289,MD,Cardiology,95,16290.967896963748,366.01037091051785,878,3,687.25,229.08,70.25,3,2,1.0,0.667,0.031578947368421054,0.213,1,53.64814949992073,18.6,29.7,65.0,0.2597402597402597,59.935064935064936,51.870576339737106,0.021052631578947368,23.559150657229523,59.45399393326593,22.5,Low,Low
P000290,Healthcare Provider 290,MD,Cardiology,99,4814.84283325087,404.3579673936193,914,4,897.0,224.25,152.31,4,3,1.0,0.75,0.04040404040404041,0.377,1,53.64814949992073,31.8,36.9,65.0,0.2597402597402597,59.935064935064936,75.53083923154702,0.030303030303030304,55.25783619817998,32.57836198179979,30.6,Medium,Medium
P000291,Healthcare Provider 291,NY,Internal Medicine,97,17432.38512474258,607.8596867681556,37,3,324.65,108.22,47.01,2,1,0.667,0.333,0.020618556701030927,0.204,1,53.64814949992073,24.8,58.7,70.0,0.2532467532467532,64.68181818181819,19.8685540950455,0.010309278350515464,5.712841253791709,85.79373104145601,68.3,High,High
P000292,Healthcare Provider 292,DC,Family Practice,94,5343.127164090603,728.9561555025506,794,5,1138.44,227.69,226.82,3,3,0.6,0.6,0.031914893617021274,0.47,0,57.18574702902349,15.8,72.9,50.0,0.25396825396825395,46.19047619047619,53.28614762386249,0.031914893617021274,63.397371081900914,42.66936299292214,54.4,Medium,Medium
P000293,Healthcare Provider 293,TX,Orthopedics,98,42327.535494921896,262.589935830154,137,4,557.31,139.33,95.78,2,2,0.5,0.5,0.02040816326530612,0.403,1,53.64814949992073,28.3,9.6,50.0,0.22962962962962963,46.55555555555556,18.857431749241655,0.02040816326530612,20.879676440849344,80.33367037411527,11.6,Low,Low
P000294,Healthcare Provider 294,CA,Internal Medicine,111,3409.9567909508723,397.4738607935807,508,5,751.83,150.37,101.3,3,3,0.6,0.6,0.02702702702702703,0.52,0,57.18574702902349,70.5,36.2,70.0,0.20408163265306123,65.71428571428572,31.294236602628917,0.02702702702702703,39.383215369059656,65.47017189079878,74.4,High,High
P000295,Healthcare Provider 295,DC,Cardiology,115,61614.615097452355,307.02970400728367,227,7,1087.35,155.34,105.8,3,3,0.429,0.429,0.02608695652173913,0.807,0,57.18574702902349,82.6,18.7,65.0,0.30158730158730157,59.11904761904762,28.564206268958543,0.02608695652173913,35.99595551061678,68.46309403437816,68.6,High,High
P000296,Healthcare Provider 296,NY,Family Practice,104,33845.55652673636,543.7181959781391,320,2,138.02,69.01,11.71,1,2,0.5,1.0,0.009615384615384616,0.08,1,53.64814949992073,48.1,54.3,50.0,0.2077922077922078,46.883116883116884,2.62891809908999,0.019230769230769232,14.661274014155712,92.55813953488372,71.7,High,High
P000297,Healthcare Provider 297,NY,Orthopedics,115,33975.28460006886,359.1886554591803,840,3,214.78,71.59,44.36,1,2,0.333,0.667,0.008695652173913044,0.228,1,53.64814949992073,82.6,28.6,50.0,0.2922077922077922,45.616883116883116,0.5561172901921132,0.017391304347826087,9.605662285136502,95.82406471183013,73.2,High,High
P000299,Healthcare Provider 299,NY,Internal Medicine,100,15857.542948517366,352.4333828236279,182,3,246.79,82.26,85.6,3,3,1.0,1.0,0.03,0.204,1,53.64814949992073,35.8,27.0,70.0,0.2532467532467532,64.68181818181819,43.78159757330637,0.03,53.43781597573306,52.355915065722954,34.8,Medium,Medium
P000300,Healthcare Provider 300,DC,Family Practice,107,69812.15602406958,382.5809413357384,874,7,1082.7,154.67,93.64,3,4,0.429,0.571,0.028037383177570093,0.756,0,57.18574702902349,57.2,33.4,50.0,0.25396825396825395,46.19047619047619,34.42871587462083,0.037383177570093455,78.36198179979777,47.99797775530839,51.1,Medium,Medium
P000301,Healthcare Provider 301,VA,Family Practice,105,13113.42798171226,946.0784587343308,86,10,1691.24,169.12,105.26,5,4,0.5,0.4,0.047619047619047616,0.959,0,57.18574702902349,51.4,100.0,50.0,0.22794117647058823,46.580882352941174,90.79878665318503,0.0380952380952381,80.73811931243681,13.225480283114251,84.0,Critical,Critical
P000302,Healthcare Provider 302,DC,Cardiology,83,7494.598574799778,1333.2609765633097,467,8,2081.47,260.18,236.99,5,4,0.625,0.5,0.060240963855421686,0.895,0,57.18574702902349,2.7,100.0,65.0,0.30158730158730157,59.11904761904762,99.44388270980788,0.04819277108433735,99.3933265925177,0.5763397371081851,61.3,High,High
P000303,Healthcare Provider 303,FL,Family Practice,82,11653.127815711165,487.1373162405196,926,5,986.71,197.34,113.6,4,3,0.8,0.6,0.04878048780487805,0.47,1,53.64814949992073,2.2,48.9,50.0,0.19708029197080293,47.043795620437955,92.51769464105156,0.036585365853658534,75.48028311425684,14.297269969666331,7.6,Low,Low
P000304,Healthcare Provider 304,DC,Family Practice,107,20572.744112280943,383.7591376530057,53,8,1343.0,167.87,70.2,4,4,0.5,0.5,0.037383177570093455,0.861,0,57.18574702902349,57.2,33.8,50.0,0.25396825396825395,46.19047619047619,66.43073811931244,0.037383177570093455,78.36198179979777,28.79676440849343,43.3,Medium,Medium
P000305,Healthcare Provider 305,NY,Internal Medicine,94,9401.547192749576,181.66814063605065,860,4,1840.91,460.23,292.35,3,3,0.75,0.75,0.031914893617021274,0.345,0,57.18574702902349,15.8,2.6,70.0,0.2532467532467532,64.68181818181819,53.28614762386249,0.031914893617021274,63.397371081900914,42.66936299292214,4.7,Low,Low
P000306,Healthcare Provider 306,FL,Family Practice,109,75645.80251528096,275.83170082167163,867,3,588.48,196.16,74.39,3,2,1.0,0.667,0.027522935779816515,0.187,1,53.64814949992073,63.1,11.7,50.0,0.19708029197080293,47.043795620437955,32.96258847320526,0.01834862385321101,12.285136501516684,75.30839231547017,40.5,Medium,Medium
P000307,Healthcare Provider 307,NY,Orthopedics,90,20647.14784594809,378.6574543844782,235,3,367.35,122.45,65.45,3,2,1.0,0.667,0.03333333333333333,0.228,1,53.64814949992073,8.0,32.3,50.0,0.2922077922077922,45.616883116883116,57.633973710819006,0.022222222222222223,27.906976744186046,54.25682507583418,8.8,Low,Low
P000308,Healthcare Provider 308,MD,Internal Medicine,85,12637.58579278248,282.1583363199897,959,4,629.7,157.42,148.55,2,3,0.5,0.75,0.023529411764705882,0.345,1,53.64814949992073,3.6,13.1,70.0,0.2857142857142857,64.0,25.783619817997977,0.03529411764705882,72.24469160768453,55.631951466127404,5.2,Low,Low
P000309,Healthcare Provider 309,MD,Internal Medicine,108,5994.852559001436,297.39154936166153,779,3,696.69,232.23,54.72,3,3,1.0,1.0,0.027777777777777776,0.204,1,53.64814949992073,59.4,15.7,70.0,0.2857142857142857,64.0,33.67037411526795,0.027777777777777776,42.366026289180994,62.851365015166834,47.4,Medium,Medium
P000310,Healthcare Provider 310,FL,Cardiology,129,35755.04314903282,886.8667424462227,799,5,1627.39,325.48,289.07,4,3,0.8,0.6,0.031007751937984496,0.523,0,57.18574702902349,100.0,99.1,65.0,0.31386861313868614,58.879562043795616,49.49443882709808,0.023255813953488372,30.586450960566232,58.06875631951466,99.8,Critical,Critical
P000311,Healthcare Provider 311,VA,Family Practice,108,34949.739520347466,409.2783172400475,433,4,782.88,195.72,91.43,2,2,0.5,0.5,0.018518518518518517,0.324,1,53.64814949992073,59.4,38.1,50.0,0.22794117647058823,46.580882352941174,11.830131445904954,0.018518518518518517,12.689585439838218,87.82608695652173,65.9,High,High
P000312,Healthcare Provider 312,MD,Cardiology,96,9974.539684892385,427.992638514314,496,6,1333.46,222.24,179.5,3,4,0.5,0.667,0.03125,0.674,0,57.18574702902349,21.5,40.9,65.0,0.2597402597402597,59.935064935064936,50.353892821031344,0.041666666666666664,91.86046511627907,33.04347826086956,30.9,Medium,Medium
P000313,Healthcare Provider 313,DC,Orthopedics,86,2353.5285030454997,287.9839414798611,999,7,1597.42,228.2,134.48,4,4,0.571,0.571,0.046511627906976744,0.819,0,57.18574702902349,4.4,14.0,50.0,0.21428571428571427,46.785714285714285,88.82709807886754,0.046511627906976744,98.53387259858442,7.290192113245695,0.5,Low,Low
P000314,Healthcare Provider 314,NY,Internal Medicine,109,33215.177019035065,726.887966920095,100,1,97.56,97.56,0.0,1,1,1.0,1.0,0.009174311926605505,0.025,1,53.64814949992073,63.1,72.4,70.0,0.2532467532467532,64.68181818181819,1.4155712841253791,0.009174311926605505,1.6177957532861478,98.50353892821032,93.7,Critical,Critical
P000315,Healthcare Provider 315,MD,Internal Medicine,101,18273.306426789528,362.7488371129386,990,4,824.1,206.03,115.58,4,2,1.0,0.5,0.039603960396039604,0.345,1,53.64814949992073,39.7,29.1,70.0,0.2857142857142857,64.0,73.15470171890799,0.019801980198019802,17.03741152679474,49.29221435793731,39.3,Medium,Medium
P000316,Healthcare Provider 316,MD,Internal Medicine,103,30824.68681629652,310.9301122350486,599,1,53.09,53.09,0.0,1,1,1.0,1.0,0.009708737864077669,0.025,1,53.64814949992073,45.2,19.5,70.0,0.2857142857142857,64.0,3.083923154701719,0.009708737864077669,3.640040444893832,96.69362992922143,52.8,Medium,Medium
P000317,Healthcare Provider 317,VA,Orthopedics,108,155931.8814721969,183.02533599990457,403,10,1473.63,147.36,67.37,5,4,0.5,0.4,0.046296296296296294,0.961,0,57.18574702902349,59.4,2.6,50.0,0.25,46.25,88.37209302325581,0.037037037037037035,77.45197168857432,15.995955510616781,9.0,Low,Low
P000318,Healthcare Provider 318,FL,Orthopedics,105,21443.313617355427,391.29002741926234,396,3,279.39,93.13,50.63,3,3,1.0,1.0,0.02857142857142857,0.228,1,53.64814949992073,51.4,35.3,50.0,0.25547445255474455,46.167883211678834,36.95652173913043,0.02857142857142857,46.562184024266934,59.20121334681497,48.6,Medium,Medium
P000319,Healthcare Provider 319,FL,Cardiology,95,13176.120051032436,306.1181073178025,527,8,1413.87,176.73,195.55,4,4,0.5,0.5,0.042105263157894736,0.895,0,57.18574702902349,18.6,18.4,65.0,0.31386861313868614,58.879562043795616,80.0303336703741,0.042105263157894736,92.92214357937311,14.812942366026292,5.7,Low,Low
P000320,Healthcare Provider 320,TX,Cardiology,91,6993.091641402481,936.631448052138,415,3,508.46,169.49,148.19,3,2,1.0,0.667,0.03296703296703297,0.213,1,53.64814949992073,9.1,100.0,65.0,0.23703703703703705,60.37777777777778,56.97674418604651,0.02197802197802198,27.24974721941355,54.914054600606676,76.3,High,High
P000321,Healthcare Provider 321,VA,Cardiology,98,16116.166997979102,1014.2952811009542,939,2,598.38,299.19,357.98,2,2,1.0,1.0,0.02040816326530612,0.086,1,53.64814949992073,28.3,100.0,65.0,0.25,60.125,18.857431749241655,0.02040816326530612,20.879676440849344,80.33367037411527,90.3,Critical,Critical
P000322,Healthcare Provider 322,DC,Family Practice,103,25863.224872976323,217.53499901979905,613,5,1394.31,278.86,94.95,3,3,0.6,0.6,0.02912621359223301,0.47,0,57.18574702902349,45.2,5.0,50.0,0.25396825396825395,46.19047619047619,39.68655207280081,0.02912621359223301,49.54499494438827,56.370070778564205,14.7,Low,Low
P000323,Healthcare Provider 323,FL,Internal Medicine,92,23232.499562468493,230.1942185470513,677,8,1749.63,218.7,123.73,5,3,0.625,0.375,0.05434782608695652,0.906,0,57.18574702902349,10.6,6.5,70.0,0.23357664233576642,65.0948905109489,97.87664307381193,0.03260869565217391,65.92517694641052,14.903943377148636,2.2,Low,Low
P000324,Healthcare Provider 324,NY,Internal Medicine,104,123434.42718382944,351.3701346178769,463,3,267.71,89.24,53.74,2,3,0.667,1.0,0.019230769230769232,0.204,1,53.64814949992073,48.1,27.0,70.0,0.2532467532467532,64.68181818181819,14.155712841253793,0.028846153846153848,48.23053589484327,72.21435793731041,53.1,Medium,Medium
P000325,Healthcare Provider 325,VA,Cardiology,110,36282.30970319216,268.2665437000953,541,4,734.81,183.7,111.84,2,3,0.5,0.75,0.01818181818181818,0.377,1,53.64814949992073,66.9,10.3,65.0,0.25,60.125,10.819009100101113,0.02727272727272727,40.24266936299292,77.41152679474217,51.7,Medium,Medium
P000326,Healthcare Provider 326,MD,Internal Medicine,92,19248.70622743306,449.75738271256154,626,5,947.53,189.51,128.43,2,3,0.4,0.6,0.021739130434782608,0.52,0,57.18574702902349,10.6,44.2,70.0,0.2857142857142857,64.0,23.154701718907987,0.03260869565217391,65.92517694641052,59.737108190091,39.5,Medium,Medium
P000327,Healthcare Provider 327,NY,Cardiology,99,10866.494349647164,342.64271445626287,619,3,896.31,298.77,256.44,2,1,0.667,0.333,0.020202020202020204,0.213,1,53.64814949992073,31.8,25.2,65.0,0.24675324675324675,60.18831168831169,17.644084934277046,0.010101010101010102,4.954499494438827,87.43174924165824,41.8,Medium,Medium
P000328,Healthcare Provider 328,NY,Family Practice,107,28758.043004619813,464.17710456683784,922,5,1104.8,220.96,184.62,3,4,0.6,0.8,0.028037383177570093,0.47,0,57.18574702902349,57.2,46.1,50.0,0.2077922077922078,46.883116883116884,34.42871587462083,0.037383177570093455,78.36198179979777,47.99797775530839,61.9,High,High
P000329,Healthcare Provider 329,MD,Family Practice,105,8892.751997410149,670.5154606354694,364,5,1139.1,227.82,227.89,3,4,0.6,0.8,0.02857142857142857,0.47,0,57.18574702902349,51.4,65.9,50.0,0.22077922077922077,46.68831168831169,36.95652173913043,0.0380952380952381,80.73811931243681,45.53083923154702,71.4,High,High
P000330,Healthcare Provider 330,VA,Orthopedics,120,26366.01316243759,236.9595010368764,130,3,351.21,117.07,33.39,3,2,1.0,0.667,0.025,0.228,1,53.64814949992073,100.0,7.2,50.0,0.25,46.25,27.148634984833166,0.016666666666666666,8.998988877654195,80.11122345803842,64.8,High,High
P000331,Healthcare Provider 331,MD,Family Practice,89,35861.297429151666,663.5509305336051,84,5,973.28,194.66,226.15,3,2,0.6,0.4,0.033707865168539325,0.47,0,57.18574702902349,7.0,64.9,50.0,0.22077922077922077,46.68831168831169,58.442871587462086,0.02247191011235955,28.665318503538927,53.46814964610718,44.5,Medium,Medium
P000332,Healthcare Provider 332,TX,Cardiology,107,17739.47705672264,280.2476825908432,271,1,242.21,242.21,0.0,1,1,1.0,1.0,0.009345794392523364,0.021,1,53.64814949992073,57.2,12.7,65.0,0.23703703703703705,60.37777777777778,1.870576339737108,0.009345794392523364,2.224469160768453,97.98786653185036,53.8,Medium,Medium
P000333,Healthcare Provider 333,NY,Family Practice,91,11727.75526040286,1181.1471716624878,244,5,2254.69,450.94,388.73,2,4,0.4,0.8,0.02197802197802198,0.47,0,57.18574702902349,9.1,100.0,50.0,0.2077922077922078,46.883116883116884,23.50859453993933,0.04395604395604396,96.00606673407482,47.49241658240647,72.2,High,High
P000334,Healthcare Provider 334,CA,Orthopedics,111,2476.7516267595433,907.3134525906582,388,5,762.38,152.48,83.07,4,3,0.8,0.6,0.036036036036036036,0.564,1,53.64814949992073,70.5,99.6,50.0,0.3469387755102041,44.795918367346935,62.689585439838226,0.02702702702702703,39.383215369059656,46.632962588473205,94.3,Critical,Critical
P000335,Healthcare Provider 335,CA,Internal Medicine,101,69136.40570843089,381.2517172054357,214,6,910.1,151.68,107.46,4,3,0.667,0.5,0.039603960396039604,0.696,0,57.18574702902349,39.7,33.0,70.0,0.20408163265306123,65.71428571428572,73.15470171890799,0.0297029702970297,51.820020222446914,35.37917087967645,42.5,Medium,Medium
P000336,Healthcare Provider 336,DC,Cardiology,100,32968.254422509184,249.18816099399595,818,3,1037.08,345.69,140.88,3,2,1.0,0.667,0.03,0.213,1,53.64814949992073,35.8,8.2,65.0,0.30158730158730157,59.11904761904762,43.78159757330637,0.02,18.149646107178967,66.47118301314458,17.5,Low,Low
P000337,Healthcare Provider 337,FL,Internal Medicine,102,33779.766622318806,226.4597013621445,166,6,808.11,134.69,108.7,4,4,0.667,0.667,0.0392156862745098,0.696,0,57.18574702902349,42.4,6.0,70.0,0.23357664233576642,65.0948905109489,71.840242669363,0.0392156862745098,84.5298281092012,23.083923154701722,11.7,Low,Low
P000338,Healthcare Provider 338,MD,Orthopedics,113,4622.299854527247,624.4144003261072,791,2,837.56,418.78,407.95,1,2,0.5,1.0,0.008849557522123894,0.085,1,53.64814949992073,76.8,59.8,50.0,0.23376623376623376,46.493506493506494,0.9605662285136503,0.017699115044247787,10.56622851365015,95.19716885743175,88.6,Critical,Critical
P000339,Healthcare Provider 339,MD,Orthopedics,108,87538.91354737927,397.34249506257686,59,3,1362.01,454.0,395.08,3,3,1.0,1.0,0.027777777777777776,0.228,1,53.64814949992073,59.4,36.1,50.0,0.23376623376623376,46.493506493506494,33.67037411526795,0.027777777777777776,42.366026289180994,62.851365015166834,56.1,Medium,Medium
P000340,Healthcare Provider 340,DC,Orthopedics,99,13832.596255302951,641.2590073114884,602,5,1747.41,349.48,285.17,3,3,0.6,0.6,0.030303030303030304,0.564,0,57.18574702902349,31.8,61.5,50.0,0.21428571428571427,46.785714285714285,45.601617795753285,0.030303030303030304,55.25783619817998,50.53589484327604,59.2,Medium,Medium
P000341,Healthcare Provider 341,DC,Internal Medicine,92,16501.469182700544,1214.5324715557736,883,8,2743.81,342.98,272.88,5,4,0.625,0.5,0.05434782608695652,0.906,0,57.18574702902349,10.6,100.0,70.0,0.23015873015873015,65.16666666666667,97.87664307381193,0.043478260869565216,95.29828109201213,3.1547017189079867,68.9,High,High
P000342,Healthcare Provider 342,DC,Internal Medicine,97,7560.655294479972,274.46082332646677,843,4,1044.2,261.05,148.6,3,2,0.75,0.5,0.030927835051546393,0.345,1,53.64814949992073,24.8,11.3,70.0,0.23015873015873015,65.16666666666667,48.7360970677452,0.020618556701030927,21.840242669362993,62.02224469160768,14.2,Low,Low
P000343,Healthcare Provider 343,NY,Internal Medicine,90,3688.791839526355,218.09502844827028,924,9,1541.97,171.33,140.37,5,3,0.556,0.333,0.05555555555555555,0.953,0,57.18574702902349,8.0,5.2,70.0,0.2532467532467532,64.68181818181819,98.58442871587462,0.03333333333333333,67.49241658240646,13.85237613751265,1.4,Low,Low
P000344,Healthcare Provider 344,TX,Internal Medicine,107,70076.74739030332,444.2023124250381,504,5,577.83,115.57,54.46,4,3,0.8,0.6,0.037383177570093455,0.52,1,53.64814949992073,57.2,43.5,70.0,0.32592592592592595,63.15555555555556,66.43073811931244,0.028037383177570093,43.68048533872599,42.669362992922146,62.7,High,High
P000345,Healthcare Provider 345,MD,Orthopedics,90,79745.64168194986,715.0695464500753,706,7,1265.08,180.73,127.85,4,4,0.571,0.571,0.044444444444444446,0.819,0,57.18574702902349,8.0,71.3,50.0,0.23376623376623376,46.493506493506494,84.73205257836199,0.044444444444444446,96.7644084934277,10.455005055611736,33.7,Medium,Medium
P000346,Healthcare Provider 346,NY,Orthopedics,109,18666.240466685515,252.0858880672198,123,2,171.53,85.77,27.74,2,2,1.0,1.0,0.01834862385321101,0.085,1,53.64814949992073,63.1,8.4,50.0,0.2922077922077922,45.616883116883116,11.274014155712841,0.01834862385321101,12.285136501516684,88.32153690596562,41.5,Medium,Medium
P000347,Healthcare Provider 347,DC,Cardiology,96,11165.851541461388,410.4739096491249,648,6,836.98,139.5,120.65,3,2,0.5,0.333,0.03125,0.674,0,57.18574702902349,21.5,38.4,65.0,0.30158730158730157,59.11904761904762,50.353892821031344,0.020833333333333332,22.649140546006066,60.72800808897877,39.9,Medium,Medium
P000348,Healthcare Provider 348,MD,Cardiology,88,15107.63963367844,800.328149617013,413,9,1800.22,200.02,134.44,4,3,0.444,0.333,0.045454545454545456,0.951,0,57.18574702902349,6.1,93.7,65.0,0.2597402597402597,59.935064935064936,86.80485338725987,0.03409090909090909,69.11021233569262,20.273003033367033,64.7,High,High
P000349,Healthcare Provider 349,NY,Internal Medicine,96,15527.765297848857,178.31668179475156,139,8,1411.76,176.47,66.57,5,4,0.625,0.5,0.052083333333333336,0.906,0,57.18574702902349,21.5,2.4,70.0,0.2532467532467532,64.68181818181819,96.2082912032356,0.041666666666666664,91.86046511627907,5.53083923154702,2.3,Low,Low
P000350,Healthcare Provider 350,TX,Family Practice,103,6635.174708844039,453.8010929213503,229,2,694.74,347.37,116.0,1,2,0.5,1.0,0.009708737864077669,0.08,1,53.64814949992073,45.2,45.0,50.0,0.2074074074074074,46.88888888888889,3.083923154701719,0.019417475728155338,15.419615773508594,91.98179979777554,63.9,High,High
P000351,Healthcare Provider 351,NY,Family Practice,97,16444.474194874343,307.95339395645595,274,3,467.14,155.71,85.33,3,3,1.0,1.0,0.030927835051546393,0.187,1,53.64814949992073,24.8,18.9,50.0,0.2077922077922078,46.883116883116884,48.7360970677452,0.030927835051546393,58.84732052578362,47.21941354903943,8.0,Low,Low
P000352,Healthcare Provider 352,TX,Orthopedics,96,25670.608875725786,429.26665338072536,439,6,2068.44,344.74,358.08,4,3,0.667,0.5,0.041666666666666664,0.707,0,57.18574702902349,21.5,41.4,50.0,0.22962962962962963,46.55555555555556,79.01921132457026,0.03125,60.46511627906976,28.402426693629934,20.1,Low,Low
